klub,sezona,ime,pozicija,narodnost,rojstvo,visina
BER,2014,"MCLEAN, JAMEL",Forward,United States of America,1988,2.02
BER,2014,"FREESE, JANNIK",Center,Germany,1986,2.11
BER,2014,"RADOSEVIC, LEON",Center,Germany,1990,2.08
BES,2012,"EWING, DANIEL",Guard,United States of America,1983,1.91
BES,2012,"GULER, MURATCAN",Guard,Turkey,1980,1.92
BES,2012,"OZMIZRAK, KARTAL",Guard,Turkey,1995,1.88
BES,2012,"YATAGAN, MEHMET",Guard,Turkey,1993,1.92
BES,2012,"AKIN, FIKRET CAN",Guard,Turkey,1983,1.9
BES,2012,"ACIK, TUTKU",Guard,Turkey,1980,1.94
BES,2012,"VIDMAR, GASPER",Center,Slovenia,1987,2.1
BES,2012,"FALKER, RANDAL",Forward,United States of America,1985,2.01
BES,2012,"CETIN, SERHAT",Guard,Turkey,1986,1.97
BES,2012,"MARKOTA, DAMIR",Center,Croatia,1985,2.08
BES,2012,"CHRISTOPHER, PATRICK",Guard,United States of America,1988,1.96
BES,2012,"DASIC, VLADIMIR",Forward,Montenegro,1988,2.08
BES,2012,"MINARD, RICKY",Guard,United States of America,1982,1.96
BES,2012,"HERSEK, BARIS",Forward,Turkey,1988,2.08
BES,2012,"NALGA, CEMAL",Forward,Turkey,1987,2.08
BES,2012,"OZER, CEVHER",Forward,Turkey,1983,2.05
BES,2012,"JERRELLS, CURTIS",Guard,United States of America,1987,1.85
BIL,2011,"FISHER, JOSH",Guard,United States of America,1980,1.89
BIL,2011,"JACKSON, AARON",Guard,United States of America,1986,1.9
BIL,2011,"MAVROEIDIS, DIMITRIOS",Center,Greece,1985,2.08
BIL,2011,"BANIC, MARKO",Forward,Croatia,1984,2.04
BIL,2011,"MUMBRU, ALEX",Forward,Spain,1979,2.02
BIL,2011,"HERVELLE, AXEL",Forward,Belgium,1983,2.05
BIL,2011,"FISCHER, DOR",Center,United States of America,1981,2.11
BIL,2011,"LOPEZ, RAUL",Guard,Spain,1980,1.82
BIL,2011,"VASILEIADIS, KOSTAS",Forward,Greece,1984,2.0
BIL,2011,"GRIMAU, ROGER",Guard,Spain,1978,1.96
BIL,2011,"BLUMS, JANIS",Guard,Latvia,1982,1.9
BUD,2000,"BAKIC, BOJAN",Guard,Montenegro,1983,1.97
BUD,2000,"BRKIC, HARIS ",Guard,Serbia,1974,1.98
BUD,2000,"OBRADOVIC, SASA",Guard,Serbia,1969,
BUD,2000,"RADONJIC, DEJAN",Guard,Montenegro,1970,
BUD,2000,"RAKOCEVIC, IGOR",Guard,Serbia,1978,1.91
BUD,2000,"SEKULIC, BLAGOTA",Center,Montenegro,1982,2.1
BUD,2000,"VUKCEVIC, DRAGAN",Forward,Serbia,1971,2.01
BUD,2000,"RADUNOVIC, BALSA",Forward,Serbia,1980,2.03
BUD,2000,"KUZMANOVIC, VLADIMIR",Guard,Serbia,1974,1.96
BUD,2000,"MILOJEVIC, DEJAN",Forward,Serbia,1977,2.01
BUD,2000,"TOMASEVIC, DEJAN",Center,Serbia,1973,2.08
BUD,2000,"TOPIC, MILENKO",Forward,Serbia,1969,
BUD,2000,"JAMES, JEROME",Center,United States of America,1975,2.16
BUD,2001,"BAKIC, BOJAN",Guard,Montenegro,1983,1.97
BUD,2001,"OKUNSKYY, ALEKSANDAR",Center,Ukraine,1971,2.14
BUD,2001,"ARSIC, PETAR",Forward,Serbia,1973,2.06
BUD,2001,"SMILJANIC, ALEKSANDAR",Guard,Serbia,1976,1.95
BUD,2001,"RADONJIC, DEJAN",Guard,Montenegro,1970,
BUD,2001,"RAKOCEVIC, IGOR",Guard,Serbia,1978,1.91
BUD,2001,"SEKULIC, BLAGOTA",Guard,Montenegro,1982,2.1
BUD,2001,"VUKCEVIC, DRAGAN",Forward,Serbia,1971,2.01
BUD,2001,"RADUNOVIC, BALSA",Forward,Serbia,1980,2.03
BUD,2001,"KUZMANOVIC, VLADIMIR",Guard,Serbia,1974,1.96
BUD,2001,"MILOJEVIC, DEJAN",Forward,Serbia,1977,2.01
BUD,2001,"CERANIC, DRAGAN",Center,Serbia,1976,2.11
BUD,2001,"CABARKAPA, ZARKO",Forward,Serbia,1981,2.11
BUD,2001,"CAKIC, GORAN",Forward,Serbia,1980,2.07
BUD,2001,"PAVLOVIC, SASHA",Forward,Montenegro,1983,2.01
BUD,2001,"JESTRATIJEVIC, NIKOLA",Center,Serbia,1976,2.11
BUD,2001,"PEJCINOVIC, DAVOR ",Center,Croatia,1971,2.11
BUD,2002,"BAKIC, BOJAN",Guard,Montenegro,1983,1.97
BUD,2002,"PAJOVIC, GAVRILO",Guard,Montenegro,1971,
BUD,2002,"SMILJANIC, ALEKSANDAR",Guard,Serbia,1976,1.95
BUD,2002,"BROWN, JOHN",Forward,United States of America,1974,2.05
BUD,2002,"BULAJIC, NIKOLA",Forward,Serbia,1984,2.07
BUD,2002,"ALEKSIC, MILUTIN",Forward,Serbia,1982,2.02
BUD,2002,"JORDAN, WALSH",Guard,United States of America,1972,1.84
BUD,2002,"KOLJEVIC, IVAN",Guard,Serbia,1984,1.86
BUD,2002,"PAVLOVIC, SASHA",Forward,Montenegro,1983,2.01
BUD,2002,"VRANES, SLAVKO",Center,Serbia,1983,2.29
BUD,2002,"MILOJEVIC, DEJAN",Forward,Serbia,1977,2.01
BUD,2002,"KOVACEVIC, SINISA",Forward,Bosnia and Herzegovina,1978,2.0
BUD,2002,"CABARKAPA, ZARKO",Forward,Serbia,1981,2.11
CED,2012,"CAR, MARKO",Guard,Croatia,1985,1.88
CED,2012,"ROGIC, ROKO",Guard,Croatia,1992,1.85
CED,2012,"WRIGHT, BRACEY",Guard,United States of America,1984,1.91
CED,2012,"SUPUT, PREDRAG",Forward,Serbia,1977,2.0
CED,2012,"BABIC, LUKA",Forward,Croatia,1991,2.01
CED,2012,"LEBO, KARLO",Guard,Croatia,1990,1.93
CED,2012,"ANDRIC, LUKSA",Center,Croatia,1985,2.1
CED,2012,"BUVA, IVAN",Forward,Croatia,1991,2.08
CED,2012,"SUTON, GORAN",Center,Croatia,1985,2.09
CED,2012,"BILAN, MIRO",Center,Croatia,1989,2.13
CED,2012,"ILIEVSKI, VLADO",Guard,The former Yugoslav Republic of Macedonia,1980,1.88
CED,2012,"GELABALE, MICKAEL",Forward,France,1983,2.02
CED,2012,"NURKIC, JUSUF",Center,Bosnia and Herzegovina,1994,2.12
CED,2012,"TOMAS, MARKO",Guard,Croatia,1985,2.01
CED,2012,"GREEN, MARQUES",Guard,United States of America,1982,1.65
CED,2012,"BAZDARIC, MARINO",Guard,Croatia,1978,1.95
CED,2014,"MAZALIN, LOVRO",Forward,Croatia,1997,2.03
CED,2014,"ZUBCIC, TOMISLAV",Center,Croatia,1990,2.13
CED,2014,"RAMLJAK, IVAN",Forward,Croatia,1990,2.03
CED,2014,"PILEPIC, FRAN",Guard,Croatia,1989,1.94
CED,2014,"BABIC, LUKA",Forward,Croatia,1991,2.01
CED,2014,"DELAS, ANTE",Guard,Croatia,1988,2.0
CED,2014,"ZGANEC, KARLO",Forward,Croatia,1995,2.06
CED,2014,"BILAN, MIRO",Center,Croatia,1989,2.13
CED,2014,"DELAS, MARIO",Forward,Croatia,1990,2.07
CED,2014,"GORDIC, NEMANJA",Guard,Serbia,1988,1.93
CED,2014,"UKIC, ROKO",Guard,Croatia,1984,1.96
CED,2014,"TOMAS, MARKO",Guard,Croatia,1985,2.01
CED,2014,"LONCAR, MARKUS",Center,Croatia,1996,2.12
CED,2014,"ARAPOVIC, MARKO",Center,Croatia,1996,2.06
CED,2014,"VUCIC, IVAN",Forward,Croatia,1996,1.96
CED,2015,"PULLEN, JACOB",Guard,United States of America,1989,1.85
CED,2015,"WHITE, JAMES",Forward,United States of America,1982,2.01
CED,2015,"KATIC, TONI",Guard,Croatia,1992,1.85
CED,2015,"PILEPIC, FRAN",Guard,Croatia,1989,1.94
CED,2015,"BABIC, LUKA",Forward,Croatia,1991,2.01
CED,2015,"ZGANEC, KARLO",Forward,Croatia,1995,2.06
CED,2015,"WALKER, HENRY",Guard,United States of America,1987,1.98
CED,2015,"MUSA, DZANAN",Guard,Bosnia and Herzegovina,1999,2.03
CED,2015,"BILAN, MIRO",Center,Croatia,1989,2.13
CED,2015,"MAZALIN, LOVRO",Forward,Croatia,1997,2.03
CED,2015,"GORDIC, NEMANJA",Guard,Serbia,1988,1.93
CED,2015,"ZORIC, LUKA",Center,Croatia,1984,2.11
CED,2015,"ARAPOVIC, MARKO",Center,Croatia,1996,2.06
CHA,2000,"ELLIS, RONALD",Forward,Belgium,1967,2.0
CHA,2000,"BROWN, LENNY",Guard,United States of America,1975,1.88
CHA,2000,"DESY, DAVID",Guard,Belgium,1971,1.85
CHA,2000,"JEROME, JOHN",Forward,Belgium,1967,2.04
CHA,2000,"CLEYMANS, ERIK",Forward,Belgium,1970,1.98
CHA,2000,"THIRY, BERNARD",Guard,Belgium,1972,1.95
CHA,2000,"DE WILDE, WOUTER",Forward,Belgium,1976,2.04
CHA,2000,"STAS, JACQUES",Guard,Belgium,1969,1.92
CHA,2000,"BATISTE, MIKE",Forward,United States of America,1977,2.04
CHA,2001,"ELLIS, RONALD",Forward,Belgium,1967,2.0
CHA,2001,"ROWE, LOUIS",Forward,United States of America,1972,2.01
CHA,2001,"DESY, DAVID",Guard,Belgium,1971,1.85
CHA,2001,"JEROME, JOHN",Forward,Belgium,1967,2.04
CHA,2001,"VAN DE VONDEL, THOMAS",Forward,Belgium,1980,1.96
CHA,2001,"TISON, STEPHEN",Guard,Belgium,1984,1.75
CHA,2001,"DEFOSSE, JULIEN",Guard,Belgium,1980,1.95
CHA,2001,"HUGGINS, ROGER",Forward,United Kingdom,1967,2.01
CHA,2001,"VUJIC, IVAN",Center,Croatia,1977,2.07
CHA,2001,"STAS, JACQUES",Guard,Belgium,1969,1.92
CHA,2001,"POTTER, JIM",Forward,United States of America,1973,2.04
CHA,2001,"ENGELLANT, DARREN",Center,United States of America,1970,2.09
CHA,2010,"HILL, CHRIS",Guard,United States of America,1983,1.91
CHA,2010,"GOMIS, JOSEPH",Guard,France,1978,
CHA,2010,"BROYLES, DWAYNE",Forward,United States of America,1982,1.96
CHA,2010,"HAMILTON, JUSTIN",Guard,United States of America,1980,1.9
CHA,2010,"WRIGHT, BRENT",Forward,United States of America,1978,2.03
CHA,2010,"GREENE, BRIAN",Forward,United States of America,1981,2.03
CHA,2010,"RIDDICK, ANDRE",Center,United States of America,1973,2.08
CHA,2010,"JADIN, AMAURY",Guard,Belgium,1986,1.89
CHA,2010,"MALLET, DEMOND",Guard,United States of America,1978,1.86
CHA,2010,"IAROCHEVITCH, IOANN",Center,Belgium,1989,2.07
CHA,2010,"MORAY, YANNICK",Forward,Belgium,1991,1.96
CHA,2010,"BEGHIN, CHRISTOPHE",Center,Belgium,1980,2.07
CHA,2010,"SANTIAGO, DANIEL",Center,Puerto Rico,1976,2.16
CHA,2011,"HILL, CHRIS",Guard,United States of America,1983,1.91
CHA,2011,"WELSCH, JIRI",Guard,Czech Republic,1980,2.02
CHA,2011,"BROYLES, DWAYNE",Forward,United States of America,1982,1.96
CHA,2011,"HAMILTON, JUSTIN",Guard,United States of America,1980,1.9
CHA,2011,"GREEN, CALEB",Forward,United States of America,1985,2.03
CHA,2011,"OVENEKE, RANDY",Forward,Belgium,1986,2.01
CHA,2011,"RIDDICK, ANDRE",Center,United States of America,1973,2.08
CHA,2011,"JADIN, AMAURY",Guard,Belgium,1986,1.89
CHA,2011,"MALLET, DEMOND",Guard,United States of America,1978,1.86
CHA,2011,"PENNINCK, BORIS",Center,Belgium,1988,2.02
CHA,2011,"MORAY, YANNICK",Forward,Belgium,1991,1.96
CHA,2011,"BEGHIN, CHRISTOPHE",Center,Belgium,1980,2.07
CHA,2011,"SHENGELIA, TORNIKE",Forward,Georgia,1991,2.06
CHL,2012,"TCHICAMBOUD, STEED",Guard,France,1981,1.93
CHL,2012,"CAPELA, CLINT",Forward,Switzerland,1994,2.08
CHL,2012,"GAILLARD, VINCENT",Forward,Switzerland,1993,2.0
CHL,2012,"OUATTARA, YAKUBA",Guard,France,1992,1.92
CHL,2012,"ADJAGBA, ULYSSE",Guard,France,1993,1.84
CHL,2012,"LANG, NICOLAS",Guard,France,1990,1.98
CHL,2012,"ABOUDOU, JORDAN",Forward,France,1991,2.03
CHL,2012,"DENMON, MARCUS",Guard,United States of America,1990,1.91
CHL,2012,"LAUVERGNE, JOFFREY",Center,France,1991,2.11
CHL,2012,"SCHILB, BLAKE",Forward,United States of America,1983,2.01
CHL,2012,"JEAN-BAPTISTE-ADOLPHE, MICHEL",Center,France,1979,2.05
CHL,2012,"RUSH, BRION",Guard,United States of America,1984,1.86
CHL,2012,"HOUSTON, KEVIN",Guard,United States of America,1985,1.78
CHL,2012,"BANKS, CEDRICK",Guard,United States of America,1981,1.9
CHL,2012,"WILLIAMS, SHELDEN",Center,United States of America,1983,2.06
CHL,2012,"EVTIMOV, ILIAN",Forward,France,1983,2.01
CHO,2010,"CAUSEUR, FABIEN",Guard,France,1987,1.95
CHO,2010,"ROBINSON, ANTYWANE",Forward,United States of America,1984,2.03
CHO,2010,"VEBOBE, LUC-ARTHUR",Forward,France,1980,2.03
CHO,2010,"HOUMOUNOU, MEREDIS",Guard,France,1988,1.88
CHO,2010,"MEJIA, SAMMY",Guard,United States of America,1983,1.99
CHO,2010,"MARQUIS, CLAUDE",Forward,France,1980,2.04
CHO,2010,"LEONARD, CHRISTOPHE",Forward,France,1990,1.99
CHO,2010,"DUPORT, ROMAIN",Center,France,1986,2.18
CHO,2010,"FALKER, RANDAL",Center,United States of America,1985,2.01
CHO,2010,"AVDALOVIC, VULE",Guard,Serbia,1981,1.89
CHO,2010,"NELSON, DEMARCUS",Guard,Serbia,1985,1.93
CHO,2010,"DIARRA, MAMOUTOU",Forward,France,1980,2.0
CIB,2000,"LONGIN, BRANIMIR",Guard,Croatia,1978,1.91
CIB,2000,"KUS, DAVOR",Guard,Croatia,1978,1.9
CIB,2000,"SESAR, JOSIP",Guard,Croatia,1978,1.97
CIB,2000,"PLANINIC, ZORAN",Guard,Croatia,1982,1.99
CIB,2000,"PRKACIN, NIKOLA",Forward,Croatia,1975,2.08
CIB,2000,"LEE, ARTHUR",Guard,United States of America,1977,1.86
CIB,2000,"GIRICEK, GORDAN",Forward,Croatia,1977,2.01
CIB,2000,"SKELIN, MATE",Center,Croatia,1974,2.11
CIB,2000,"AWOJOBI, TUNJI FEMI",Forward,Nigeria,1973,2.02
CIB,2000,"MAMIC, MATEJ",Forward,Croatia,1975,2.03
CIB,2000,"NICEVIC, SANDRO",Center,Croatia,1976,2.1
CIB,2000,"DZIDIC, BORIS",Forward,Croatia,1980,2.05
CIB,2001,"LONGIN, BRANIMIR",Guard,Croatia,1978,1.91
CIB,2001,"KUS, DAVOR",Guard,Croatia,1978,1.9
CIB,2001,"SESAR, JOSIP",Guard,Croatia,1978,1.97
CIB,2001,"KRASIC, BARISA",Forward,Croatia,1978,2.03
CIB,2001,"PRKACIN, NIKOLA",Forward,Croatia,1975,2.08
CIB,2001,"BOWMAN, CALVIN",Forward,United States of America,1977,2.06
CIB,2001,"PLANINIC, ZORAN",Guard,Croatia,1982,1.99
CIB,2001,"VRANKOVIC, STOJAN",Center,Croatia,1964,2.18
CIB,2001,"RADJA, DINO",Center,Croatia,1967,2.11
CIB,2001,"MANCE, MARIJAN",Guard,Croatia,1978,1.97
CIB,2001,"MAMIC, MATEJ",Forward,Croatia,1975,2.03
CIB,2001,"FREEMAN, REGGIE",Guard,United States of America,1975,1.97
CIB,2001,"DZIDIC, BORIS",Forward,Croatia,1980,2.05
CIB,2001,"KRUNIC, DARKO",Guard,Croatia,1968,1.94
CIB,2001,"OKUNSKYY, ALEKSANDAR",Center,Ukraine,1971,2.14
CIB,2002,"KRUNIC, DARKO",Guard,Croatia,1968,1.94
CIB,2002,"KUS, DAVOR",Guard,Croatia,1978,1.9
CIB,2002,"RIMAC, SLAVEN",Guard,Croatia,1974,
CIB,2002,"KRASIC, BARISA",Forward,Croatia,1978,2.03
CIB,2002,"PRKACIN, NIKOLA",Forward,Croatia,1975,2.08
CIB,2002,"MUJEZINOVIC, HARIS",Forward,Bosnia and Herzegovina,1974,2.05
CIB,2002,"PLANINIC, ZORAN",Guard,Croatia,1982,1.99
CIB,2002,"STIMAC, ANDREJ",Forward,Croatia,1979,2.04
CIB,2002,"MANCE, MARIJAN",Guard,Croatia,1978,1.97
CIB,2002,"MAMIC, MATEJ",Forward,Croatia,1975,2.03
CIB,2002,"RUZIC, TOMISLAV",Forward,Croatia,1979,2.08
CIB,2002,"ALIHODZIC, DZEVAD",Center,Croatia,1969,2.08
CIB,2002,"WARD, JERROD",Forward,United States of America,1976,2.05
CIB,2002,"MCLINTON, DARREN",Guard,United States of America,1974,1.84
CIB,2003,"PENN, SCOONIE",Guard,United States of America,1977,1.8
CIB,2003,"KUS, DAVOR",Guard,Croatia,1978,1.9
CIB,2003,"RIMAC, SLAVEN",Guard,Croatia,1974,
CIB,2003,"KRASIC, BARISA",Forward,Croatia,1978,2.03
CIB,2003,"ZIZIC, ANDRIJA",Forward,Croatia,1980,2.06
CIB,2003,"GOLEMAC, JURICA",Forward,Croatia,1977,2.09
CIB,2003,"SESAR, JOSIP",Guard,Croatia,1978,1.97
CIB,2003,"STIMAC, ANDREJ",Forward,Croatia,1979,2.04
CIB,2003,"MANCE, MARIJAN",Guard,Croatia,1978,1.97
CIB,2003,"MAMIC, MATEJ",Forward,Croatia,1975,2.03
CIB,2003,"POLJAK, JOSKO",Center,Croatia,1978,2.14
CIB,2003,"POPOVIC, MARKO",Guard,Croatia,1982,1.82
CIB,2003,"VRANKOVIC, JOSIP-JERKO",Forward,Croatia,1968,1.98
CIB,2004,"MARKOTA, DAMIR",Forward,Croatia,1985,2.08
CIB,2004,"LONGIN, BRANIMIR",Guard,Croatia,1978,1.91
CIB,2004,"ZIZIC, ANDRIJA",Center,Croatia,1980,2.06
CIB,2004,"FITCH, GERALD",Guard,United States of America,1982,1.91
CIB,2004,"SESAR, JOSIP",Guard,Croatia,1978,1.97
CIB,2004,"STIMAC, ANDREJ",Forward,Croatia,1979,2.04
CIB,2004,"BADER, MARTON",Center,Hungary,1980,2.12
CIB,2004,"POLJAK, JOSKO",Center,Croatia,1978,2.14
CIB,2004,"ZUZA, JURICA",Center,Croatia,1978,2.07
CIB,2004,"ROZIC, MARIN",Forward,Croatia,1983,2.01
CIB,2004,"MOROVIC, VEDRAN",Guard,Croatia,1983,1.83
CIB,2004,"POPOVIC, MARKO",Guard,Croatia,1982,1.82
CIB,2004,"VRANKOVIC, JOSIP-JERKO",Guard,Croatia,1968,1.98
CIB,2004,"KRSTIC, VLADIMIR",Guard,Croatia,1972,1.85
CIB,2005,"PENN, SCOONIE",Guard,United States of America,1977,1.8
CIB,2005,"KUS, DAVOR",Guard,Croatia,1978,1.9
CIB,2005,"SKELIN, MATE",Center,Croatia,1974,2.11
CIB,2005,"DAVISON, BENETT",Forward,United States of America,1975,2.03
CIB,2005,"WARREN, CHRIS",Forward,United States of America,1981,1.96
CIB,2005,"RANCIC, DAMIR",Guard,Croatia,1983,1.98
CIB,2005,"MARCELIC, DAVOR",Forward,Croatia,1969,2.0
CIB,2005,"ANDRIC, LUKSA",Forward,Croatia,1985,2.1
CIB,2005,"TREPALOVAC, ALEN",Center,Croatia,1985,2.15
CIB,2005,"ZUZA, JURICA",Center,Croatia,1978,2.07
CIB,2005,"ROZIC, MARIN",Forward,Croatia,1983,2.01
CIB,2005,"PERINCIC, IVAN",Forward,Croatia,1977,
CIB,2005,"UGRINOSKI, ALEKSANDAR",Guard,Croatia,1988,1.95
CIB,2005,"MARKOTA, DAMIR",Forward,Croatia,1985,2.08
CIB,2006,"UGRINOSKI, ALEKSANDAR",Guard,Croatia,1988,1.95
CIB,2006,"WRIGHT, BRENT",Forward,United States of America,1978,2.03
CIB,2006,"WARREN, CHRIS",Guard,United States of America,1981,1.96
CIB,2006,"KUS, DAVOR",Guard,Croatia,1978,1.9
CIB,2006,"BULIC, MARKO",Forward,Croatia,1974,1.94
CIB,2006,"KRASIC, BARISA",Forward,Croatia,1978,2.03
CIB,2006,"ANDRIC, LUKSA",Forward,Croatia,1985,2.1
CIB,2006,"MOROVIC, VEDRAN",Guard,Croatia,1983,1.83
CIB,2006,"MARCELIC, DAVOR",Forward,Croatia,1969,2.0
CIB,2006,"BADER, MARTON",Center,Hungary,1980,2.12
CIB,2006,"ZUZA, JURICA",Center,Croatia,1978,2.07
CIB,2006,"TOMAS, IVAN",Guard,Croatia,1981,1.9
CIB,2006,"ROZIC, MARIN",Forward,Croatia,1983,2.01
CIB,2006,"MANCE, MARIJAN",Guard,Croatia,1978,1.97
CIB,2006,"VRBANC, GORAN",Guard,Croatia,1984,1.94
CIB,2006,"WISNIEWSKI, ANDREW",Guard,United States of America,1981,1.91
CIB,2007,"WARREN, CHRIS",Forward,United States of America,1981,1.96
CIB,2007,"KELLEY, TRE",Guard,United States of America,1985,1.83
CIB,2007,"KRUSLIN, FILIP",Guard,Croatia,1989,1.9
CIB,2007,"KRASIC, BARISA",Forward,Croatia,1978,2.03
CIB,2007,"ZORIC, LUKA",Forward,Croatia,1984,2.11
CIB,2007,"VUKUSIC, VEDRAN",Forward,Croatia,1982,2.03
CIB,2007,"ANDRIC, LUKSA",Center,Croatia,1985,2.1
CIB,2007,"KASTROPIL, FRANKO",Center,Croatia,1984,2.13
CIB,2007,"HOSKIN, SAM",Forward,United States of America,1979,2.05
CIB,2007,"PRINC, VEDRAN",Guard,Croatia,1982,1.9
CIB,2007,"ROZIC, MARIN",Forward,Croatia,1983,2.01
CIB,2007,"VRBANC, GORAN",Guard,Croatia,1984,1.94
CIB,2007,"MULAOMEROVIC, DAMIR",Guard,Croatia,1974,1.95
CIB,2008,"HOMAN, JARED",Center,United States of America,1983,2.08
CIB,2008,"KUS, DAVOR",Guard,Croatia,1978,1.9
CIB,2008,"KRUSLIN, FILIP",Guard,Croatia,1989,1.9
CIB,2008,"LONGIN, BRANIMIR",Guard,Croatia,1978,1.91
CIB,2008,"PRKACIN, NIKOLA",Forward,Croatia,1975,2.08
CIB,2008,"TROHA, ROBERT",Guard,Croatia,1977,1.94
CIB,2008,"VUKUSIC, VEDRAN",Forward,Croatia,1982,2.03
CIB,2008,"ANDRIC, LUKSA",Forward,Croatia,1985,2.1
CIB,2008,"CALLOWAY, EARL",Guard,United States of America,1983,1.9
CIB,2008,"KASTROPIL, FRANKO",Center,Croatia,1984,2.13
CIB,2008,"SUNDOV, BRUNO",Center,Croatia,1980,2.21
CIB,2008,"ZUBCIC, TOMISLAV",Forward,Croatia,1990,2.13
CIB,2008,"PRINC, VEDRAN",Guard,Croatia,1982,1.9
CIB,2008,"ROZIC, MARIN",Forward,Croatia,1983,2.01
CIB,2008,"VRBANC, GORAN",Guard,Croatia,1984,1.94
CIB,2008,"ANDERSON, ALAN",Guard,United States of America,1982,1.98
CIB,2009,"KRSTANOVIC, STIPE",Forward,Croatia,1993,2.04
CIB,2009,"VRBANC, GORAN",Guard,Croatia,1984,1.94
CIB,2009,"GORDON, JAMONT",Guard,United States of America,1987,1.94
CIB,2009,"BOGDANOVIC, BOJAN",Forward,Croatia,1989,2.0
CIB,2009,"BRNAS, TONI",Forward,Croatia,1991,2.01
CIB,2009,"TROHA, ROBERT",Guard,Croatia,1977,1.94
CIB,2009,"RADOSEVIC, LEON",Center,Germany,1990,2.08
CIB,2009,"VUKUSIC, VEDRAN",Forward,Croatia,1982,2.03
CIB,2009,"ANDRIC, LUKSA",Forward,Croatia,1985,2.1
CIB,2009,"BAGARIC, DALIBOR",Center,Germany,1980,2.15
CIB,2009,"ZUBCIC, TOMISLAV",Center,Croatia,1990,2.13
CIB,2009,"PRINC, VEDRAN",Guard,Croatia,1982,1.9
CIB,2009,"ROZIC, MARIN",Forward,Croatia,1983,2.01
CIB,2009,"UDRIH, SAMO",Guard,Slovenia,1979,1.95
CIB,2009,"GRAVES, ANTONIO",Guard,United States of America,1985,1.91
CIB,2009,"TOMAS, MARKO",Guard,Croatia,1985,2.01
CIB,2010,"JOHNSON, MARCUS",Guard,United States of America,1987,1.98
CIB,2010,"STIPCEVIC, ROK",Guard,Croatia,1986,1.86
CIB,2010,"BOGDANOVIC, BOJAN",Forward,Croatia,1989,2.0
CIB,2010,"BRNAS, TONI",Forward,Croatia,1991,2.01
CIB,2010,"SMAJLAGIC, SVEN",Guard,Croatia,1990,1.88
CIB,2010,"LALIC, JURE",Center,Croatia,1986,2.09
CIB,2010,"ZUBCIC, TOMISLAV",Center,Croatia,1990,2.13
CIB,2010,"JURICIC, MATTEO",Guard,Croatia,1991,1.91
CIB,2010,"ROZIC, MARIN",Forward,Croatia,1983,2.01
CIB,2010,"PASALIC, DRAGO",Forward,Croatia,1984,2.08
CIB,2010,"KRSTANOVIC, STIPE",Forward,Croatia,1993,2.04
CIB,2010,"VRAGOVIC, KARLO",Guard,Croatia,1989,1.92
CIB,2010,"FILIPOVIC, MARIO",Guard,Croatia,1988,1.96
CIB,2010,"VRBANC, GORAN",Guard,Croatia,1984,1.94
CIB,2010,"RADOSEVIC, LEON",Center,Germany,1990,2.08
CIB,2010,"DELAS, MARIO",Center,Croatia,1990,2.07
COL,2006,"NADJFEJI, ALEKSANDAR",Forward,Serbia,1976,2.03
COL,2006,"STRASSER, JOHANNES",Guard,Germany,1982,1.9
COL,2006,"TALTS, JANAR",Forward,Estonia,1983,2.04
COL,2006,"GORTAT, MARCIN",Center,Poland,1984,2.14
COL,2006,"CARDUCK, STEPHAN",Guard,Germany,1986,1.98
COL,2006,"MALLET, DEMOND",Guard,United States of America,1978,1.86
COL,2006,"GREEN, DEVIN",Forward,United States of America,1982,2.01
COL,2006,"McELROY, IMMANUEL",Guard,United States of America,1980,1.94
COL,2006,"BURRELL, RONNIE",Forward,United States of America,1983,2.04
COL,2006,"GRUNHEID, GUIDO",Forward,Germany,1982,2.06
COL,2006,"SLJIVANCANIN, MLADJEN",Forward,Serbia,1985,2.0
CSK,2001,"MC CANTS, CURTIS",Guard,United States of America,1975,1.88
CSK,2001,"ALEXEEV, NIKOLAI",Guard,Belarus,1978,2.09
CSK,2001,"TURKCAN, MIRSAD",Forward,Turkey,1976,2.06
CSK,2001,"WOLKOWYSKY, RUBEN",Center,Poland,1973,2.07
CSK,2001,"PADIUS, NIKOLAY",Guard,Russian Federation,1980,1.97
CSK,2001,"MORGUNOV, NIKITA",Forward,Russian Federation,1975,2.11
CSK,2001,"GIRICEK, GORDAN",Forward,Croatia,1977,2.01
CSK,2001,"PASHUTIN, ZAKHAR",Forward,Russian Federation,1974,1.96
CSK,2001,"ROGERS, ROY",Center,United States of America,1973,2.08
CSK,2001,"POLJAK, JOSKO",Center,Croatia,1978,2.14
CSK,2001,"MIGLIENIKS, RAIMONDS",Guard,Latvia,1970,1.9
CSK,2001,"DOMANI, DMITRY",Guard,Russian Federation,1974,2.0
CSK,2001,"PETRENKO, ALEXANDRE",Forward,Russian Federation,1976,2.05
CSK,2001,"FETISOV, ANDREI",Forward,Russian Federation,1972,2.08
CSK,2001,"SAVKOV, ALEXEI",Guard,Russian Federation,1979,1.96
CSK,2002,"PAPALOUKAS, THEODOROS",Guard,Greece,1977,2.0
CSK,2002,"HOLDEN, JR",Guard,Russian Federation,1976,1.85
CSK,2002,"PANOV, SERGEY",Forward,Russian Federation,1970,2.03
CSK,2002,"PASHUTIN, EVGENY",Guard,Russian Federation,1969,2.05
CSK,2002,"PADIUS, NIKOLAY",Guard,Russian Federation,1980,1.97
CSK,2002,"SONGAILA, DARIUS",Forward,Lithuania,1978,2.06
